library_name,github_repo,stars,usage_count,model_ids,imported_entities
haystack,,,14,"deepset/roberta-base-squad2, deepset/bert-large-uncased-whole-word-masking-squad2, deepset/roberta-base-squad2-distilled, deepset/tinyroberta-squad2, Intel/bge-small-en-v1.5-rag-int8-static, deepset/minilm-uncased-squad2, deepset/xlm-roberta-large-squad2, deepset/bert-base-cased-squad2, deepset/roberta-large-squad2, deepset/gelectra-base-germanquad, deepset/gelectra-large-germanquad, deepset/bert-base-uncased-squad2, deepset/deberta-v3-large-squad2, deepset/deberta-v3-base-squad2",deepset/roberta-base-squad2: haystack.Document; deepset/roberta-base-squad2: haystack.components.readers.ExtractiveReader; deepset/bert-large-uncased-whole-word-masking-squad2: haystack.Document; deepset/bert-large-uncased-whole-word-masking-squad2: haystack.components.readers.ExtractiveReader; deepset/roberta-base-squad2-distilled: haystack.Document; deepset/roberta-base-squad2-distilled: haystack.components.readers.ExtractiveReader; deepset/tinyroberta-squad2: haystack.Document; deepset/tinyroberta-squad2: haystack.components.readers.ExtractiveReader; Intel/bge-small-en-v1.5-rag-int8-static: haystack.Pipeline; deepset/minilm-uncased-squad2: haystack.Document; deepset/minilm-uncased-squad2: haystack.components.readers.ExtractiveReader; deepset/xlm-roberta-large-squad2: haystack.Document; deepset/xlm-roberta-large-squad2: haystack.components.readers.ExtractiveReader; deepset/bert-base-cased-squad2: haystack.Document; deepset/bert-base-cased-squad2: haystack.components.readers.ExtractiveReader; deepset/roberta-large-squad2: haystack.Document; deepset/roberta-large-squad2: haystack.components.readers.ExtractiveReader; deepset/gelectra-base-germanquad: haystack.Document; deepset/gelectra-base-germanquad: haystack.components.readers.ExtractiveReader; deepset/gelectra-large-germanquad: haystack.Document; deepset/gelectra-large-germanquad: haystack.components.readers.ExtractiveReader; deepset/bert-base-uncased-squad2: haystack.Document; deepset/bert-base-uncased-squad2: haystack.components.readers.ExtractiveReader; deepset/deberta-v3-large-squad2: haystack.Document; deepset/deberta-v3-large-squad2: haystack.components.readers.ExtractiveReader; deepset/deberta-v3-base-squad2: haystack.Document; deepset/deberta-v3-base-squad2: haystack.components.readers.ExtractiveReader
hazm,,,1,m3hrdadfi/wav2vec2-large-xlsr-persian,m3hrdadfi/wav2vec2-large-xlsr-persian: hazm; m3hrdadfi/wav2vec2-large-xlsr-persian: hazm
hf_olmo,,,2,"allenai/OLMo-7B, allenai/OLMo-1B",allenai/OLMo-7B: hf_olmo.OLMoForCausalLM; allenai/OLMo-1B: hf_olmo.OLMoForCausalLM
huggingface_hub,,,114,"distil-whisper/distil-medium.en, mistralai/Mistral-7B-Instruct-v0.3, hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4, opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill, hugging-quants/Meta-Llama-3.1-70B-Instruct-AWQ-INT4, ByteDance/Hyper-SD, hugging-quants/Meta-Llama-3.1-8B-Instruct-GPTQ-INT4, DeepFloyd/IF-I-M-v1.0, mistralai/Mistral-7B-v0.3, distil-whisper/distil-large-v3, QuantFactory/Mistral-Nemo-Instruct-2407-GGUF, InstantX/InstantID, tianweiy/DMD2, distil-whisper/distil-large-v2, mistralai/Mistral-Nemo-Instruct-2407, ByteDance/SDXL-Lightning, 1-800-BAD-CODE/xlm-roberta_punctuation_fullstop_truecase, TheBloke/deepseek-coder-33B-instruct-AWQ, TheBloke/TinyLlama-1.1B-Chat-v1.0-GPTQ, ByteDance/AnimateDiff-Lightning, FlorianJc/Mistral-Nemo-Instruct-2407-vllm-fp8, TheBloke/Mistral-7B-Instruct-v0.2-GPTQ, lllyasviel/control_v11e_sd15_shuffle, hugging-quants/Meta-Llama-3.1-405B-Instruct-AWQ-INT4, TheBloke/Mistral-7B-Instruct-v0.2-AWQ, shenzhi-wang/Llama3.1-8B-Chinese-Chat, TencentARC/PhotoMaker, TheBloke/Mistral-7B-OpenOrca-GPTQ, TheBloke/openchat_3.5-GPTQ, microsoft/BiomedCLIP-PubMedBERT_256-vit_base_patch16_224, opensearch-project/opensearch-neural-sparse-encoding-doc-v1, hugging-quants/Meta-Llama-3.1-70B-Instruct-GPTQ-INT4, mistralai/Codestral-22B-v0.1, allenai/OLMoE-1B-7B-0924, nvidia/domain-classifier, mistralai/Mistral-Nemo-Base-2407, mistralai/Mistral-Large-Instruct-2407, TencentARC/PhotoMaker-V2, lllyasviel/control_v11p_sd15_openpose, ControlNet-1-1-preview/control_v11p_sd15_lineart, lllyasviel/control_v11p_sd15_softedge, lllyasviel/control_v11f1p_sd15_depth, lllyasviel/control_v11p_sd15_seg, TheBloke/zephyr-7B-beta-GPTQ, mistralai/Mamba-Codestral-7B-v0.1, paige-ai/Virchow2, TheBloke/OpenHermes-2.5-Mistral-7B-AWQ, lllyasviel/control_v11p_sd15_canny, DeepFloyd/IF-I-XL-v1.0, TheBloke/deepseek-coder-6.7B-base-AWQ, MahmoodLab/UNI, mistralai/Mistral-Small-Instruct-2409, lllyasviel/control_v11p_sd15_lineart, TheBloke/zephyr-7B-beta-AWQ, lllyasviel/control_v11p_sd15_mlsd, distil-whisper/distil-small.en, TheBloke/Amethyst-13B-Mistral-GPTQ, shenzhi-wang/Llama3.1-70B-Chinese-Chat, xinsir/controlnet-scribble-sdxl-1.0, TheBloke/Mistral-7B-OpenOrca-AWQ, MaziyarPanahi/Mistral-7B-v0.3, galatolo/cerbero-7b, TheBloke/TinyLlama-1.1B-Chat-v0.3-AWQ, TheBloke/CapybaraHermes-2.5-Mistral-7B-AWQ, TheBloke/Mixtral-8x7B-Instruct-v0.1-AWQ, OpenVINO/Phi-3-mini-4k-instruct-int4-ov, sayakpaul/FLUX.1-merged, allenai/OLMo-1B-0724-hf, DeepFloyd/IF-II-L-v1.0, lllyasviel/control_v11p_sd15_scribble, failspy/Codestral-22B-v0.1-abliterated-v3, lllyasviel/control_v11p_sd15_normalbae, daxa-ai/pebblo-classifier, DeepFloyd/IF-II-M-v1.0, lllyasviel/control_v11e_sd15_ip2p, MaziyarPanahi/Mistral-7B-Instruct-v0.3, shenzhi-wang/Gemma-2-9B-Chinese-Chat, lllyasviel/control_v11p_sd15s2_lineart_anime, nvidia/quality-classifier-deberta, bioptimus/H-optimus-0, mistralai/Mathstral-7B-v0.1, TheBloke/LlamaGuard-7B-AWQ, allenai/OLMo-7B-0424-hf, bullerwins/Codestral-22B-v0.1-hf, allenai/OLMo-7B, TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ, ali-vilab/modelscope-damo-text-to-video-synthesis, paige-ai/Virchow, TheBloke/dolphin-2.7-mixtral-8x7b-AWQ, parler-tts/parler-tts-mini-expresso, abhinavkulkarni/codellama-CodeLlama-7b-Python-hf-w4-g128-awq, SvenN/sdxl-emoji, allenai/OLMo-1B, hugging-quants/Meta-Llama-3.1-405B-Instruct-GPTQ-INT4, TechxGenus/Mistral-Large-Instruct-2407-AWQ, shenzhi-wang/Gemma-2-27B-Chinese-Chat, akjindal53244/Llama-3.1-Storm-8B-GGUF, fofr/sdxl-2004, TheBloke/zephyr-7B-alpha-GPTQ, TheBloke/NeuralHermes-2.5-Mistral-7B-GPTQ, TheBloke/meditron-70B-GPTQ, TheBloke/deepseek-coder-6.7B-instruct-AWQ, AMead10/Mistral-Small-Instruct-2409-awq, TheBloke/orangetin-OpenHermes-Mixtral-8x7B-GPTQ, allenai/OLMo-7B-0724-hf, yujiepan/llama-3-tiny-random, HuggingFaceFW/ablation-model-fineweb-edu, QuantFactory/Llama3.1-8B-Chinese-Chat-GGUF, TheBloke/meditron-7B-AWQ, QuantFactory/Mistral-Nemo-Base-2407-GGUF, heegyu/EEVE-Korean-Instruct-10.8B-v1.0-GGUF, unsloth/Mistral-Small-Instruct-2409-bnb-4bit, mistral-community/Mistral-7B-Instruct-v0.3, Disty0/FLUX.1-dev-qint8",distil-whisper/distil-medium.en: huggingface_hub.hf_hub_download; mistralai/Mistral-7B-Instruct-v0.3: huggingface_hub.snapshot_download; hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4: huggingface_hub.InferenceClient; opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill: huggingface_hub.hf_hub_download; hugging-quants/Meta-Llama-3.1-70B-Instruct-AWQ-INT4: huggingface_hub.InferenceClient; ByteDance/Hyper-SD: huggingface_hub.hf_hub_download; ByteDance/Hyper-SD: huggingface_hub.hf_hub_download; ByteDance/Hyper-SD: huggingface_hub.hf_hub_download; ByteDance/Hyper-SD: huggingface_hub.hf_hub_download; ByteDance/Hyper-SD: huggingface_hub.hf_hub_download; ByteDance/Hyper-SD: huggingface_hub.hf_hub_download; ByteDance/Hyper-SD: huggingface_hub.hf_hub_download; ByteDance/Hyper-SD: huggingface_hub.hf_hub_download; ByteDance/Hyper-SD: huggingface_hub.hf_hub_download; ByteDance/Hyper-SD: huggingface_hub.hf_hub_download; ByteDance/Hyper-SD: huggingface_hub.hf_hub_download; hugging-quants/Meta-Llama-3.1-8B-Instruct-GPTQ-INT4: huggingface_hub.InferenceClient; DeepFloyd/IF-I-M-v1.0: huggingface_hub.login; mistralai/Mistral-7B-v0.3: huggingface_hub.snapshot_download; distil-whisper/distil-large-v3: huggingface_hub.hf_hub_download; distil-whisper/distil-large-v3: huggingface_hub.hf_hub_download; QuantFactory/Mistral-Nemo-Instruct-2407-GGUF: huggingface_hub.snapshot_download; InstantX/InstantID: huggingface_hub.hf_hub_download; tianweiy/DMD2: huggingface_hub.hf_hub_download; tianweiy/DMD2: huggingface_hub.hf_hub_download; tianweiy/DMD2: huggingface_hub.hf_hub_download; tianweiy/DMD2: huggingface_hub.hf_hub_download; distil-whisper/distil-large-v2: huggingface_hub.hf_hub_download; mistralai/Mistral-Nemo-Instruct-2407: huggingface_hub.snapshot_download; ByteDance/SDXL-Lightning: huggingface_hub.hf_hub_download; ByteDance/SDXL-Lightning: huggingface_hub.hf_hub_download; ByteDance/SDXL-Lightning: huggingface_hub.hf_hub_download; 1-800-BAD-CODE/xlm-roberta_punctuation_fullstop_truecase: huggingface_hub.hf_hub_download; TheBloke/deepseek-coder-33B-instruct-AWQ: huggingface_hub.InferenceClient; TheBloke/TinyLlama-1.1B-Chat-v1.0-GPTQ: huggingface_hub.InferenceClient; ByteDance/AnimateDiff-Lightning: huggingface_hub.hf_hub_download; FlorianJc/Mistral-Nemo-Instruct-2407-vllm-fp8: huggingface_hub.snapshot_download; TheBloke/Mistral-7B-Instruct-v0.2-GPTQ: huggingface_hub.InferenceClient; lllyasviel/control_v11e_sd15_shuffle: huggingface_hub.HfApi; hugging-quants/Meta-Llama-3.1-405B-Instruct-AWQ-INT4: huggingface_hub.InferenceClient; TheBloke/Mistral-7B-Instruct-v0.2-AWQ: huggingface_hub.InferenceClient; shenzhi-wang/Llama3.1-8B-Chinese-Chat: huggingface_hub.snapshot_download; TencentARC/PhotoMaker: huggingface_hub.hf_hub_download; TheBloke/Mistral-7B-OpenOrca-GPTQ: huggingface_hub.InferenceClient; TheBloke/openchat_3.5-GPTQ: huggingface_hub.InferenceClient; microsoft/BiomedCLIP-PubMedBERT_256-vit_base_patch16_224: huggingface_hub.hf_hub_download; opensearch-project/opensearch-neural-sparse-encoding-doc-v1: huggingface_hub.hf_hub_download; hugging-quants/Meta-Llama-3.1-70B-Instruct-GPTQ-INT4: huggingface_hub.InferenceClient; mistralai/Codestral-22B-v0.1: huggingface_hub.snapshot_download; allenai/OLMoE-1B-7B-0924: huggingface_hub.list_repo_refs; nvidia/domain-classifier: huggingface_hub.PyTorchModelHubMixin; mistralai/Mistral-Nemo-Base-2407: huggingface_hub.snapshot_download; mistralai/Mistral-Large-Instruct-2407: huggingface_hub.snapshot_download; TencentARC/PhotoMaker-V2: huggingface_hub.hf_hub_download; lllyasviel/control_v11p_sd15_openpose: huggingface_hub.HfApi; ControlNet-1-1-preview/control_v11p_sd15_lineart: huggingface_hub.HfApi; lllyasviel/control_v11p_sd15_softedge: huggingface_hub.HfApi; lllyasviel/control_v11f1p_sd15_depth: huggingface_hub.HfApi; lllyasviel/control_v11p_sd15_seg: huggingface_hub.HfApi; TheBloke/zephyr-7B-beta-GPTQ: huggingface_hub.InferenceClient; mistralai/Mamba-Codestral-7B-v0.1: huggingface_hub.snapshot_download; paige-ai/Virchow2: huggingface_hub.login; TheBloke/OpenHermes-2.5-Mistral-7B-AWQ: huggingface_hub.InferenceClient; lllyasviel/control_v11p_sd15_canny: huggingface_hub.HfApi; DeepFloyd/IF-I-XL-v1.0: huggingface_hub.login; TheBloke/deepseek-coder-6.7B-base-AWQ: huggingface_hub.InferenceClient; MahmoodLab/UNI: huggingface_hub.login; MahmoodLab/UNI: huggingface_hub.login; MahmoodLab/UNI: huggingface_hub.hf_hub_download; mistralai/Mistral-Small-Instruct-2409: huggingface_hub.snapshot_download; lllyasviel/control_v11p_sd15_lineart: huggingface_hub.HfApi; TheBloke/zephyr-7B-beta-AWQ: huggingface_hub.InferenceClient; lllyasviel/control_v11p_sd15_mlsd: huggingface_hub.HfApi; distil-whisper/distil-small.en: huggingface_hub.hf_hub_download; TheBloke/Amethyst-13B-Mistral-GPTQ: huggingface_hub.InferenceClient; shenzhi-wang/Llama3.1-70B-Chinese-Chat: huggingface_hub.snapshot_download; xinsir/controlnet-scribble-sdxl-1.0: huggingface_hub.HfApi; TheBloke/Mistral-7B-OpenOrca-AWQ: huggingface_hub.InferenceClient; MaziyarPanahi/Mistral-7B-v0.3: huggingface_hub.snapshot_download; galatolo/cerbero-7b: huggingface_hub.hf_hub_download; galatolo/cerbero-7b: huggingface_hub.hf_hub_download; TheBloke/TinyLlama-1.1B-Chat-v0.3-AWQ: huggingface_hub.InferenceClient; TheBloke/CapybaraHermes-2.5-Mistral-7B-AWQ: huggingface_hub.InferenceClient; TheBloke/Mixtral-8x7B-Instruct-v0.1-AWQ: huggingface_hub.InferenceClient; OpenVINO/Phi-3-mini-4k-instruct-int4-ov: huggingface_hub; sayakpaul/FLUX.1-merged: huggingface_hub.snapshot_download; allenai/OLMo-1B-0724-hf: huggingface_hub.list_repo_refs; DeepFloyd/IF-II-L-v1.0: huggingface_hub.login; lllyasviel/control_v11p_sd15_scribble: huggingface_hub.HfApi; failspy/Codestral-22B-v0.1-abliterated-v3: huggingface_hub.snapshot_download; lllyasviel/control_v11p_sd15_normalbae: huggingface_hub.HfApi; daxa-ai/pebblo-classifier: huggingface_hub.hf_hub_url; daxa-ai/pebblo-classifier: huggingface_hub.cached_download; DeepFloyd/IF-II-M-v1.0: huggingface_hub.login; lllyasviel/control_v11e_sd15_ip2p: huggingface_hub.HfApi; MaziyarPanahi/Mistral-7B-Instruct-v0.3: huggingface_hub.snapshot_download; shenzhi-wang/Gemma-2-9B-Chinese-Chat: huggingface_hub.snapshot_download; lllyasviel/control_v11p_sd15s2_lineart_anime: huggingface_hub.HfApi; nvidia/quality-classifier-deberta: huggingface_hub.PyTorchModelHubMixin; bioptimus/H-optimus-0: huggingface_hub.login; mistralai/Mathstral-7B-v0.1: huggingface_hub.snapshot_download; TheBloke/LlamaGuard-7B-AWQ: huggingface_hub.InferenceClient; allenai/OLMo-7B-0424-hf: huggingface_hub.list_repo_refs; bullerwins/Codestral-22B-v0.1-hf: huggingface_hub.snapshot_download; allenai/OLMo-7B: huggingface_hub.list_repo_refs; TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ: huggingface_hub.InferenceClient; ali-vilab/modelscope-damo-text-to-video-synthesis: huggingface_hub.snapshot_download; paige-ai/Virchow: huggingface_hub.login; TheBloke/dolphin-2.7-mixtral-8x7b-AWQ: huggingface_hub.InferenceClient; parler-tts/parler-tts-mini-expresso: huggingface_hub.hf_hub_download; abhinavkulkarni/codellama-CodeLlama-7b-Python-hf-w4-g128-awq: huggingface_hub.snapshot_download; SvenN/sdxl-emoji: huggingface_hub.hf_hub_download; allenai/OLMo-1B: huggingface_hub.list_repo_refs; hugging-quants/Meta-Llama-3.1-405B-Instruct-GPTQ-INT4: huggingface_hub.InferenceClient; TechxGenus/Mistral-Large-Instruct-2407-AWQ: huggingface_hub.snapshot_download; shenzhi-wang/Gemma-2-27B-Chinese-Chat: huggingface_hub.snapshot_download; akjindal53244/Llama-3.1-Storm-8B-GGUF: huggingface_hub.hf_hub_download; fofr/sdxl-2004: huggingface_hub.hf_hub_download; TheBloke/zephyr-7B-alpha-GPTQ: huggingface_hub.InferenceClient; TheBloke/NeuralHermes-2.5-Mistral-7B-GPTQ: huggingface_hub.InferenceClient; TheBloke/meditron-70B-GPTQ: huggingface_hub.InferenceClient; TheBloke/deepseek-coder-6.7B-instruct-AWQ: huggingface_hub.InferenceClient; AMead10/Mistral-Small-Instruct-2409-awq: huggingface_hub.snapshot_download; TheBloke/orangetin-OpenHermes-Mixtral-8x7B-GPTQ: huggingface_hub.InferenceClient; allenai/OLMo-7B-0724-hf: huggingface_hub.list_repo_refs; yujiepan/llama-3-tiny-random: huggingface_hub.create_repo; yujiepan/llama-3-tiny-random: huggingface_hub.upload_folder; HuggingFaceFW/ablation-model-fineweb-edu: huggingface_hub.list_repo_refs; QuantFactory/Llama3.1-8B-Chinese-Chat-GGUF: huggingface_hub.snapshot_download; TheBloke/meditron-7B-AWQ: huggingface_hub.InferenceClient; QuantFactory/Mistral-Nemo-Base-2407-GGUF: huggingface_hub.snapshot_download; heegyu/EEVE-Korean-Instruct-10.8B-v1.0-GGUF: huggingface_hub.hf_hub_download; unsloth/Mistral-Small-Instruct-2409-bnb-4bit: huggingface_hub.snapshot_download; mistral-community/Mistral-7B-Instruct-v0.3: huggingface_hub.snapshot_download; Disty0/FLUX.1-dev-qint8: huggingface_hub.hf_hub_download
huggingsound,,,17,"jonatasgrosman/wav2vec2-large-xlsr-53-english, jonatasgrosman/wav2vec2-large-xlsr-53-portuguese, jonatasgrosman/wav2vec2-large-xlsr-53-chinese-zh-cn, jonatasgrosman/wav2vec2-large-xlsr-53-russian, jonatasgrosman/wav2vec2-large-xlsr-53-japanese, jonatasgrosman/wav2vec2-xls-r-1b-portuguese, jonatasgrosman/wav2vec2-large-xlsr-53-arabic, jonatasgrosman/wav2vec2-large-xlsr-53-dutch, jonatasgrosman/wav2vec2-large-xlsr-53-polish, jonatasgrosman/wav2vec2-large-xlsr-53-french, jonatasgrosman/wav2vec2-large-xlsr-53-hungarian, jonatasgrosman/wav2vec2-large-xlsr-53-spanish, jonatasgrosman/wav2vec2-large-xlsr-53-greek, jonatasgrosman/wav2vec2-large-xlsr-53-italian, jonatasgrosman/wav2vec2-large-xlsr-53-persian, jonatasgrosman/wav2vec2-large-xlsr-53-finnish, jonatasgrosman/wav2vec2-large-xlsr-53-german",jonatasgrosman/wav2vec2-large-xlsr-53-english: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-large-xlsr-53-portuguese: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-large-xlsr-53-chinese-zh-cn: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-large-xlsr-53-russian: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-large-xlsr-53-japanese: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-xls-r-1b-portuguese: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-large-xlsr-53-arabic: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-large-xlsr-53-dutch: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-large-xlsr-53-polish: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-large-xlsr-53-french: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-large-xlsr-53-hungarian: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-large-xlsr-53-spanish: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-large-xlsr-53-greek: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-large-xlsr-53-italian: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-large-xlsr-53-persian: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-large-xlsr-53-finnish: huggingsound.SpeechRecognitionModel; jonatasgrosman/wav2vec2-large-xlsr-53-german: huggingsound.SpeechRecognitionModel
human_eval,,,4,"Phind/Phind-CodeLlama-34B-v2, TheBloke/Phind-CodeLlama-34B-v1-GGUF, TheBloke/Phind-CodeLlama-34B-v2-GGUF, TheBloke/Phind-CodeLlama-34B-Python-v1-GGUF",Phind/Phind-CodeLlama-34B-v2: human_eval.data.write_jsonl; Phind/Phind-CodeLlama-34B-v2: human_eval.data.read_problems; TheBloke/Phind-CodeLlama-34B-v1-GGUF: human_eval.data.write_jsonl; TheBloke/Phind-CodeLlama-34B-v1-GGUF: human_eval.data.read_problems; TheBloke/Phind-CodeLlama-34B-v2-GGUF: human_eval.data.write_jsonl; TheBloke/Phind-CodeLlama-34B-v2-GGUF: human_eval.data.read_problems; TheBloke/Phind-CodeLlama-34B-Python-v1-GGUF: human_eval.data.write_jsonl; TheBloke/Phind-CodeLlama-34B-Python-v1-GGUF: human_eval.data.read_problems
icecream,,,1,megantosh/flair-arabic-multi-ner,megantosh/flair-arabic-multi-ner: icecream.ic
importlib,,,3,"nguyenvulebinh/wav2vec2-base-vi, nguyenvulebinh/wav2vec2-base-vi-vlsp2020, AIRI-Institute/gena-lm-bert-base-t2t",nguyenvulebinh/wav2vec2-base-vi: importlib.machinery.SourceFileLoader; nguyenvulebinh/wav2vec2-base-vi-vlsp2020: importlib.machinery.SourceFileLoader; AIRI-Institute/gena-lm-bert-base-t2t: importlib
infinity_emb,,,6,"BAAI/bge-base-en-v1.5, BAAI/bge-large-en-v1.5, BAAI/bge-small-en-v1.5, BAAI/bge-reranker-large, BAAI/bge-reranker-base, michaelfeil/bge-small-en-v1.5",BAAI/bge-base-en-v1.5: infinity_emb.AsyncEmbeddingEngine; BAAI/bge-base-en-v1.5: infinity_emb.EngineArgs; BAAI/bge-large-en-v1.5: infinity_emb.AsyncEmbeddingEngine; BAAI/bge-large-en-v1.5: infinity_emb.EngineArgs; BAAI/bge-small-en-v1.5: infinity_emb.AsyncEmbeddingEngine; BAAI/bge-small-en-v1.5: infinity_emb.EngineArgs; BAAI/bge-reranker-large: infinity_emb.AsyncEmbeddingEngine; BAAI/bge-reranker-large: infinity_emb.EngineArgs; BAAI/bge-reranker-base: infinity_emb.AsyncEmbeddingEngine; BAAI/bge-reranker-base: infinity_emb.EngineArgs; michaelfeil/bge-small-en-v1.5: infinity_emb.AsyncEmbeddingEngine; michaelfeil/bge-small-en-v1.5: infinity_emb.EngineArgs
insightface,,,1,h94/IP-Adapter-FaceID,h94/IP-Adapter-FaceID: insightface.app.FaceAnalysis; h94/IP-Adapter-FaceID: insightface.app.FaceAnalysis; h94/IP-Adapter-FaceID: insightface.app.FaceAnalysis; h94/IP-Adapter-FaceID: insightface.utils.face_align
instruct_pipeline,,,3,"databricks/dolly-v2-3b, databricks/dolly-v2-7b, databricks/dolly-v2-12b",databricks/dolly-v2-3b: instruct_pipeline.InstructionTextGenerationPipeline; databricks/dolly-v2-7b: instruct_pipeline.InstructionTextGenerationPipeline; databricks/dolly-v2-12b: instruct_pipeline.InstructionTextGenerationPipeline
intel_extension_for_pytorch,,,4,"Intel/neural-chat-7b-v3-3, Intel/neural-chat-7b-v3-1, Intel/intel-optimized-model-for-embeddings-v1, Intel/neural-chat-7b-v3-2",Intel/neural-chat-7b-v3-3: intel_extension_for_pytorch; Intel/neural-chat-7b-v3-1: intel_extension_for_pytorch; Intel/intel-optimized-model-for-embeddings-v1: intel_extension_for_pytorch; Intel/neural-chat-7b-v3-2: intel_extension_for_pytorch
intel_extension_for_transformers,,,3,"Intel/neural-chat-7b-v3-3, Intel/neural-chat-7b-v3-1, Intel/neural-chat-7b-v3-2",Intel/neural-chat-7b-v3-3: intel_extension_for_transformers.transformers.AutoModelForCausalLM; Intel/neural-chat-7b-v3-3: intel_extension_for_transformers.transformers.AutoModelForCausalLM; Intel/neural-chat-7b-v3-3: intel_extension_for_transformers.transformers.WeightOnlyQuantConfig; Intel/neural-chat-7b-v3-1: intel_extension_for_transformers.transformers.AutoModelForCausalLM; Intel/neural-chat-7b-v3-1: intel_extension_for_transformers.transformers.AutoModelForCausalLM; Intel/neural-chat-7b-v3-1: intel_extension_for_transformers.transformers.WeightOnlyQuantConfig; Intel/neural-chat-7b-v3-1: intel_extension_for_transformers.transformers.AutoModelForCausalLM; Intel/neural-chat-7b-v3-1: intel_extension_for_transformers.transformers.pipeline; Intel/neural-chat-7b-v3-2: intel_extension_for_transformers.transformers.AutoModelForCausalLM; Intel/neural-chat-7b-v3-2: intel_extension_for_transformers.transformers.AutoModelForCausalLM; Intel/neural-chat-7b-v3-2: intel_extension_for_transformers.transformers.WeightOnlyQuantConfig
