library_name,github_repo,stars,usage_count,model_ids
torchvision,,,45,"Qwen/Qwen2-VL-7B-Instruct, OpenGVLab/InternVL2-1B, briaai/RMBG-1.4, prov-gigapath/prov-gigapath, MichalMlodawski/nsfw-image-detection-large, Qwen/Qwen2-VL-2B-Instruct, microsoft/kosmos-2-patch14-224, ZhengPeng7/BiRefNet, OpenGVLab/InternVL2-Llama3-76B, OpenGVLab/InternVL2-2B, OpenGVLab/InternVL2-8B, OpenGVLab/InternVL2-26B, OpenGVLab/InternVL2-40B, LiheYoung/depth_anything_vits14, OpenGVLab/InternVL2-4B, LiheYoung/depth_anything_vitl14, Qwen/Qwen2-VL-7B-Instruct-AWQ, Qwen/Qwen2-VL-7B-Instruct-GPTQ-Int4, Qwen/Qwen2-VL-72B-Instruct, OpenGVLab/InternVL-Chat-V1-5, MahmoodLab/UNI, LiheYoung/depth_anything_vitb14, Qwen/Qwen2-VL-2B-Instruct-AWQ, Qwen/Qwen2-VL-2B-Instruct-GPTQ-Int4, BK-Lee/TroL-1.8B, Qwen/Qwen2-VL-7B-Instruct-GPTQ-Int8, BK-Lee/TroL-7B, Qwen/Qwen2-VL-72B-Instruct-AWQ, Qwen/Qwen2-VL-72B-Instruct-GPTQ-Int4, parneetsingh022/dog-cat-classification, bioptimus/H-optimus-0, Qwen/Qwen2-VL-72B-Instruct-GPTQ-Int8, ZhengPeng7/BiRefNet_lite, ZhengPeng7/BiRefNet-portrait, Qwen/Qwen2-VL-2B-Instruct-GPTQ-Int8, OpenGVLab/Mini-InternVL-Chat-2B-V1-5, dacorvo/mnist-mlp, FredZhang7/google-safesearch-mini-v2, BAAI/EVA-CLIP-8B, recruit-jp/japanese-clip-vit-b-32-roberta-base, 5CD-AI/Vintern-1B-v2, OpenGVLab/Mini-InternVL-Chat-4B-V1-5, BK-Lee/Meteor-Mamba, 1aurent/vit_base_patch8_224.kaiko_ai_towards_large_pathology_fms, BK-Lee/Meteor-MLM"
tqdm,,,21,"openai/whisper-large-v3, cambridgeltl/SapBERT-from-PubMedBERT-fulltext, distil-whisper/distil-medium.en, cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR, distil-whisper/distil-large-v3, climatebert/distilroberta-base-climate-detector, anton-l/wav2vec2-large-xlsr-53-romanian, distil-whisper/distil-large-v2, vidore/colpali, Phind/Phind-CodeLlama-34B-v2, alefiury/wav2vec2-large-xlsr-53-gender-recognition-librispeech, distil-whisper/distil-small.en, TheBloke/Phind-CodeLlama-34B-v1-GGUF, TheBloke/Phind-CodeLlama-34B-v2-GGUF, AI4PD/ZymCTRL, cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token, maywell/EXAONE-3.0-7.8B-Instruct-Llamafied, huggingface/CodeBERTa-language-id, kalpeshk2011/rankgen-t5-xl-all, anton-l/wav2vec2-large-xlsr-53-estonian, TheBloke/Phind-CodeLlama-34B-Python-v1-GGUF"
transforemrs,,,8,"AIdenU/Mistral-7B-v0.2-ko-Y24_v2.0, AIdenU/LLAMA-2-13b-ko-Y24-DPO_v2.1, AIdenU/LLAMA-2-13b-ko-Y24-DPO_v0.1, AIdenU/SOLAR-10.7b-ko-Y24_v0.1, AIdenU/LLAMA-2-13b-ko-Y24_v2.0, AIdenU/LLAMA-2-13b-ko-Y24-DPO_v2.0, AIdenU/SOLAR-10.7b-ko-Y24_v1.0, AIdenU/LLAMA-2-13b-koen-Y24_v1.0"
transparent_background,,,1,yahoo-inc/photo-background-generation
transquest,,,1,TransQuest/monotransquest-da-en_any
trl,,,7,"state-spaces/mamba-130m-hf, ai21labs/Jamba-v0.1, ai21labs/AI21-Jamba-1.5-Mini, state-spaces/mamba-2.8b-hf, state-spaces/mamba-1.4b-hf, state-spaces/mamba-370m-hf, state-spaces/mamba-790m-hf"
troch,,,1,Ja-ck/Mistral-instruct-IPO-Y24-v1
trol,,,2,"BK-Lee/TroL-1.8B, BK-Lee/TroL-7B"
ts,,,1,nbroad/ESG-BERT
tweetnlp,,,3,"cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual, cardiffnlp/twitter-roberta-base-emotion-multilabel-latest, cardiffnlp/xlm-roberta-base-sentiment-multilingual"
txtai,,,2,"NeuML/pubmedbert-base-embeddings, NeuML/pubmedbert-base-embeddings-matryoshka"
typer,,,1,vidore/colpali
uform,,,1,unum-cloud/uform3-image-text-english-small
ultralytics,,,5,"jameslahm/yolov10n, jameslahm/yolov10m, jameslahm/yolov10x, jameslahm/yolov10s, jameslahm/yolov10b"
ultralyticsplus,,,52,"foduucom/table-detection-and-extraction, keremberke/yolov8m-table-extraction, foduucom/stockmarket-pattern-detection-yolov8, keremberke/yolov8s-table-extraction, keremberke/yolov8m-building-segmentation, keremberke/yolov8m-shoe-classification, keremberke/yolov8m-hard-hat-detection, keremberke/yolov8n-table-extraction, keremberke/yolov8m-protective-equipment-detection, keremberke/yolov8m-forklift-detection, keremberke/yolov8m-pokemon-classification, keremberke/yolov8m-csgo-player-detection, keremberke/yolov8m-pcb-defect-segmentation, keremberke/yolov8m-chest-xray-classification, keremberke/yolov8m-nlf-head-detection, keremberke/yolov8m-blood-cell-detection, keremberke/yolov8m-valorant-detection, keremberke/yolov8m-plane-detection, keremberke/yolov8m-painting-classification, keremberke/yolov8m-scene-classification, keremberke/yolov8m-pothole-segmentation, keremberke/yolov8n-building-segmentation, keremberke/yolov8s-building-segmentation, keremberke/yolov8s-pokemon-classification, keremberke/yolov8n-chest-xray-classification, keremberke/yolov8s-blood-cell-detection, keremberke/yolov8s-forklift-detection, keremberke/yolov8n-scene-classification, keremberke/yolov8s-scene-classification, keremberke/yolov8n-valorant-detection, keremberke/yolov8s-csgo-player-detection, keremberke/yolov8n-pothole-segmentation, keremberke/yolov8n-csgo-player-detection, keremberke/yolov8n-forklift-detection, keremberke/yolov8s-nlf-head-detection, keremberke/yolov8s-valorant-detection, keremberke/yolov8n-pokemon-classification, keremberke/yolov8n-plane-detection, keremberke/yolov8s-chest-xray-classification, keremberke/yolov8n-protective-equipment-detection, keremberke/yolov8n-painting-classification, keremberke/yolov8n-pcb-defect-segmentation, keremberke/yolov8n-nlf-head-detection, keremberke/yolov8n-blood-cell-detection, keremberke/yolov8n-shoe-classification, keremberke/yolov8s-hard-hat-detection, keremberke/yolov8s-pcb-defect-segmentation, keremberke/yolov8s-shoe-classification, keremberke/yolov8s-protective-equipment-detection, keremberke/yolov8n-hard-hat-detection, keremberke/yolov8s-plane-detection, keremberke/yolov8s-pothole-segmentation"
uni2ts,,,3,"Salesforce/moirai-1.0-R-small, Salesforce/moirai-1.0-R-base, Salesforce/moirai-1.0-R-large"
unicodedata,,,3,"snunlp/KR-BERT-char16424, nlpaueb/bert-base-greek-uncased-v1, ddobokki/ko-trocr"
uniem,,,2,"moka-ai/m3e-base, moka-ai/m3e-small"
unixcoder,,,2,"microsoft/unixcoder-base, microsoft/unixcoder-base-nine"
unsloth,,,8,"ghost-x/ghost-7b-alpha, ghost-x/ghost-8b-beta-1608, RichardErkhov/Finnish-NLP_-_llama-7b-finnish-instruct-v0.2-gguf, VeriUs/VeriUS-LLM-8b-v0.2, Omartificial-Intelligence-Space/Arabic-llama3.1-16bit-FT, FinancialSupport/hellfire-2b, Omartificial-Intelligence-Space/al-baka-llama3-8b-experimental, lwef/llm-bench-upload-1"
urlextract,,,1,tner/roberta-large-tweetner7-all
utils,,,17,"ZhengPeng7/BiRefNet, deepseek-ai/deepseek-coder-1.3b-base, westlake-repl/SaProt_650M_PDB, deepseek-ai/deepseek-coder-6.7b-base, TheBloke/deepseek-coder-6.7B-base-AWQ, BK-Lee/TroL-1.8B, BK-Lee/TroL-7B, westlake-repl/SaProt_650M_AF2, ZhengPeng7/BiRefNet_lite, ZhengPeng7/BiRefNet-portrait, TheBloke/deepseek-coder-33B-base-GGUF, TheBloke/deepseek-coder-6.7B-base-GGUF, cofeg/Finetuned-Xunzi-Qwen2-1.5B-for-ancient-text-generation, deepseek-ai/deepseek-coder-33b-base, BK-Lee/Meteor-Mamba, westlake-repl/SaProt_35M_AF2, BK-Lee/Meteor-MLM"
vec2text,,,2,"ielabgroup/vec2text_gtr-base-st_inversion, ielabgroup/vec2text_gtr-base-st_corrector"
videollama2,,,3,"DAMO-NLP-SG/VideoLLaMA2-7B-16F, DAMO-NLP-SG/VideoLLaMA2-7B-Base, DAMO-NLP-SG/VideoLLaMA2-7B"
videollava,,,1,LanguageBind/Video-LLaVA-7B
vllm,,,96,"deepseek-ai/DeepSeek-V2-Lite, neuralmagic/Meta-Llama-3.1-70B-Instruct-quantized.w4a16, deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct, TheBloke/deepseek-coder-33B-instruct-AWQ, deepseek-ai/DeepSeek-Coder-V2-Instruct, neuralmagic/Meta-Llama-3.1-70B-Instruct-FP8, neuralmagic/Meta-Llama-3-70B-Instruct-quantized.w4a16, TheBloke/Mistral-7B-Instruct-v0.2-AWQ, THUDM/glm-4-9b-chat, neuralmagic/Phi-3-medium-128k-instruct-FP8, akjindal53244/Llama-3.1-Storm-8B, TheBloke/Platypus2-70B-Instruct-AWQ, openbmb/MiniCPM3-4B, neuralmagic/Meta-Llama-3-8B-Instruct-FP8-KV, TheBloke/Llama-2-7B-Chat-AWQ, ai21labs/AI21-Jamba-1.5-Mini, neuralmagic/Meta-Llama-3.1-8B-Instruct-FP8, lightblue/suzume-llama-3-8B-multilingual, SeaLLMs/SeaLLM-7B-v2.5, deepseek-ai/DeepSeek-V2-Lite-Chat, TheBloke/OpenHermes-2.5-Mistral-7B-AWQ, TheBloke/deepseek-coder-6.7B-base-AWQ, neuralmagic/Meta-Llama-3-8B-Instruct-FP8, neuralmagic/Meta-Llama-3.1-8B-Instruct-quantized.w4a16, deepseek-ai/DeepSeek-V2.5, neuralmagic/Meta-Llama-3.1-70B-Instruct-quantized.w8a8, neuralmagic/zephyr-7b-beta-marlin, mistralai/Mistral-Small-Instruct-2409, tokyotech-llm/Llama-3-Swallow-8B-Instruct-v0.1, TheBloke/Mythalion-13B-AWQ, TheBloke/Llama-2-13B-chat-AWQ, bullerwins/DeepSeek-V2-Chat-0628-GGUF, deepseek-ai/DeepSeek-Coder-V2-Lite-Base, TheBloke/zephyr-7B-beta-AWQ, SeaLLMs/SeaLLMs-v3-7B-Chat, SeaLLMs/SeaLLM-7B-v2, neuralmagic/Meta-Llama-3.1-405B-Instruct-quantized.w4a16, TheBloke/Mistral-7B-OpenOrca-AWQ, TheBloke/CapybaraHermes-2.5-Mistral-7B-AWQ, TheBloke/TinyLlama-1.1B-Chat-v0.3-AWQ, neuralmagic/TinyLlama-1.1B-Chat-v1.0-marlin, TheBloke/Mixtral-8x7B-Instruct-v0.1-AWQ, neuralmagic/Meta-Llama-3.1-8B-Instruct-quantized.w8a8, neuralmagic/Meta-Llama-3.1-8B-Instruct-FP8-dynamic, TheBloke/Upstage-Llama-2-70B-instruct-v2-AWQ, wenbopan/Faro-Yi-9B-DPO, TheBloke/Llama-2-70B-Chat-AWQ, wenbopan/Faro-Yi-9B, THUDM/LongWriter-glm4-9b, Xwin-LM/Xwin-LM-7B-V0.2, unsloth/Llama-3.1-Storm-8B-bnb-4bit, neuralmagic/DeepSeek-Coder-V2-Instruct-FP8, neuralmagic/Phi-3-medium-128k-instruct-quantized.w4a16, TheBloke/LlamaGuard-7B-AWQ, SeaLLMs/SeaLLMs-v3-1.5B-Chat, scb10x/llama-3-typhoon-v1.5x-70b-instruct-awq, THUDM/glm-4-9b-chat-1m, TheBloke/dolphin-2.7-mixtral-8x7b-AWQ, softmax/Llama-2-70b-chat-hf-marlin, duyntnet/LongWriter-glm4-9b-imatrix-GGUF, wenbopan/Faro-Yi-34B, lightblue/suzume-llama-3-8B-japanese, wenbopan/Faro-Yi-34B-DPO, ai21labs/AI21-Jamba-1.5-Large, neuralmagic/Meta-Llama-3.1-8B-Instruct-quantized.w8a16, neuralmagic/Mistral-Nemo-Instruct-2407-FP8, neuralmagic/DeepSeek-Coder-V2-Lite-Instruct-FP8, neuralmagic/Qwen2-7B-Instruct-quantized.w8a8, neuralmagic/Meta-Llama-3-70B-Instruct-FP8, TheBloke/deepseek-coder-6.7B-instruct-AWQ, tokyotech-llm/Llama-3-Swallow-70B-Instruct-v0.1, selfrag/selfrag_llama2_7b, AMead10/Mistral-Small-Instruct-2409-awq, neuralmagic/Meta-Llama-3.1-70B-Instruct-FP8-dynamic, neuralmagic/Llama-3.2-11B-Vision-Instruct-FP8-dynamic, maywell/Jolteon-Instruct-13B-alpha, gangyeolkim/llama-3-chat, sh2orc/Llama-3-Korean-8B, elyza/Llama-3-ELYZA-JP-8B-AWQ, weblab-GENIAC/Tanuki-8x8B-dpo-v1.0, neuralmagic/Qwen2-1.5B-Instruct-quantized.w8a8, Xwin-LM/Xwin-LM-13B-V0.2, TheBloke/WizardLM-13B-Uncensored-AWQ, TheBloke/Xwin-LM-13B-v0.2-GGUF, neuralmagic/Meta-Llama-3.1-405B-Instruct-FP8, neuralmagic/Mixtral-8x7B-Instruct-v0.1-FP8, openbmb/MiniCPM3-4B-GPTQ-Int4, AtakanTekparmak/MiniCPM3-4B-GGUF, QuantFactory/LongWriter-glm4-9b-GGUF, TheBloke/meditron-7B-AWQ, neuralmagic/Mistral-Nemo-Instruct-2407-quantized.w4a16, neuralmagic/Meta-Llama-3.1-8B-FP8, deepseek-ai/DeepSeek-Coder-V2-Instruct-0724, deepseek-ai/DeepSeek-V2-Chat-0628, Xwin-LM/Xwin-LM-70B-V0.1, neuralmagic/Qwen2-72B-Instruct-FP8"
vllm_wrapper,,,1,Qwen/Qwen-72B-Chat
vocos,,,1,charactr/vocos-mel-24khz
warnings,,,13,"prithivida/parrot_paraphraser_on_T5, lmms-lab/llava-onevision-qwen2-0.5b-ov, lmms-lab/llava-onevision-qwen2-7b-ov, lmms-lab/llava-onevision-qwen2-72b-ov-sft, lmms-lab/llava-onevision-qwen2-7b-ov-chat, BAAI/Bunny-v1_0-3B, lmms-lab/llava-onevision-qwen2-0.5b-si, lmms-lab/LLaVA-NeXT-Video-7B-Qwen2, lmms-lab/llava-onevision-qwen2-7b-si, lmms-lab/llava-onevision-qwen2-72b-ov-chat, lmms-lab/llava-onevision-qwen2-72b-si, qnguyen3/nanoLLaVA, BAAI/Bunny-v1_1-Llama-3-8B-V"
wavefile,,,2,"Xenova/musicgen-small, Xenova/speecht5_tts"
webscout,,,1,UnfilteredAI/NSFW-flash
whisper,,,8,"distil-whisper/distil-medium.en, distil-whisper/distil-large-v3, distil-whisper/distil-large-v2, distil-whisper/distil-small.en, bofenghuang/whisper-large-v3-french-distil-dec8, bofenghuang/whisper-large-v3-french, ICTNLP/Llama-3.1-8B-Omni, bofenghuang/whisper-large-v3-french-distil-dec2"
yolov5,,,3,"keremberke/yolov5n-license-plate, keremberke/yolov5m-license-plate, keremberke/yolov5n-construction-safety"
